--- Log Capture Start: 20260405_181005 ---
04-05 18:07:25.448 D/BleProximity: ℹ️ 打火指令已发送（协议无成功返回值），默认视为成功
04-05 18:07:25.451 D/BleProximity: 📊 指令出队: 120 秒打火 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:07:25.518 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:52.133 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:52.333 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:52.541 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:52.746 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:52.946 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:53.152 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:53.354 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:53.559 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:53.766 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:53.970 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:54.172 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:54.384 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:54.593 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:54.798 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:54.996 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:55.206 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:55.405 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:55.608 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:55.819 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:56.019 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:56.221 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:56.423 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:56.627 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:56.833 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:57.042 D/BleProximity: 📡 EMA 信号: -102 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:57.259 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:57.448 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:57.653 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:57.866 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:58.066 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:58.274 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:58.487 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:58.692 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:58.903 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:59.104 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:59.304 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:59.510 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:59.710 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:59.915 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:00.122 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:00.328 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:00.537 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:00.750 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:00.958 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:01.201 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:01.416 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:01.616 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:01.822 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:02.039 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:02.237 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:02.437 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:02.645 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:02.849 D/BleProximity: 📡 EMA 信号: -103 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:03.053 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:03.261 D/BleProximity: 📡 EMA 信号: -104 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:03.461 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:03.668 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:03.868 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:04.068 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:04.271 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:04.477 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:04.677 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:04.883 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:05.088 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:05.295 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:10:05.496 D/BleProximity: 📡 EMA 信号: -105 | 落锁阈值:-90.0 | 解锁阈值:-87.0
